j1,j2,j3,j4,si,sf,time
-0.08726646259971692,-0.6108652381980153,-0.6981317007977318,20.0,0.0,0.0,0.0
-0.08726646259971692,-0.6108652381980153,-0.6981317007977318,20.0,0.0,0.0,2.0
-0.08726646259971692,-0.6108652381980153,-0.6981317007977318,-30.0,0.0,0.0,4.0
-0.08726646259971692,-0.6108652381980153,-0.6981317007977318,-30.0,0.0,0.0,6.0
-0.08726646259971692,-0.08726646259971639,-0.6981317007977318,-30.0,0.0,0.0,8.0
1.0471975511965972,-0.26179938779914935,-0.43633231299858233,-30.0,0.0,0.0,10.0
1.0471975511965972,-0.26179938779914935,-0.43633231299858233,-30.0,0.0,0.0,12.0
1.0471975511965972,-0.8726646259971648,-0.43633231299858233,-30.0,0.0,0.0,14.0
1.0471975511965972,-0.8726646259971648,-0.43633231299858233,-30.0,0.0,0.0,16.0
1.0471975511965972,-0.8726646259971648,-0.43633231299858233,10.0,0.0,0.0,18.0
1.0471975511965972,-0.8726646259971648,-0.43633231299858233,10.0,0.0,0.0,20.0
1.0471975511965972,-0.8726646259971648,-0.43633231299858233,10.0,0.0,0.0,22.0
1.0471975511965972,-0.08726646259971639,-0.43633231299858233,10.0,0.0,0.0,24.0
1.0471975511965972,-0.08726646259971639,-0.43633231299858233,10.0,0.0,0.0,26.0
1.0471975511965972,-0.08726646259971639,-0.43633231299858233,10.0,0.0,0.0,28.0
-6.38378239159465e-16,-0.17453292519943286,-0.43633231299858233,10.0,0.0,0.0,30.0
-6.383782519358433e-16,-1.11010581775209,-0.29171578619924776,10.0,0.0,0.0,32.0
-6.383782519358433e-16,-1.11010581775209,-0.29171578619924776,10.0,0.0,0.0,34.0
-6.383782519358433e-16,-1.11010581775209,-0.29171578619924776,-25.0,0.0,0.0,36.0
-6.383782519358433e-16,-1.11010581775209,-0.29171578619924776,-25.0,0.0,0.0,38.0
-6.383782519358433e-16,-1.11010581775209,-0.29171578619924776,-25.0,0.0,0.0,40.0
-0.08726646259971711,-0.49924057955407464,-0.29171578619924776,-25.0,0.0,0.0,42.0
1.0471975511965972,-0.41197411695435815,-0.29171578619924776,-25.0,0.0,0.0,44.0
1.0471975511965972,-0.41197411695435815,-0.29171578619924776,-25.0,0.0,0.0,46.0
1.0471975511965972,-0.41197411695435815,-0.5535151739983972,-25.0,0.0,0.0,48.0
1.0471975511965972,-0.5865070421537911,-0.5535151739983972,-25.0,0.0,0.0,50.0
1.0471975511965972,-0.5865070421537911,-0.5535151739983972,-25.0,0.0,0.0,52.0
1.0471975511965972,-0.5865070421537911,-0.5535151739983972,10.0,0.0,0.0,54.0
1.0471975511965972,-0.5865070421537911,-0.5535151739983972,10.0,0.0,0.0,56.0
1.0471975511965972,-0.15017472915520869,-0.5535151739983972,10.0,0.0,0.0,58.0
-4.440892098500626e-16,5.551115123125783e-17,0.0,0.0,0.0,0.0,60.0
